Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	exo_control_1 Spectral Count	exo_control_2 Spectral Count	exo_control_3 Spectral Count	exo_hyb_1 Spectral Count	exo_hyb_2 Spectral Count	exo_hyb_3 Spectral Count	exo_control_1 Unique Spectral Count	exo_control_2 Unique Spectral Count	exo_control_3 Unique Spectral Count	exo_hyb_1 Unique Spectral Count	exo_hyb_2 Unique Spectral Count	exo_hyb_3 Unique Spectral Count	exo_control_1 Total Spectral Count	exo_control_2 Total Spectral Count	exo_control_3 Total Spectral Count	exo_hyb_1 Total Spectral Count	exo_hyb_2 Total Spectral Count	exo_hyb_3 Total Spectral Count	exo_control_1 Intensity	exo_control_2 Intensity	exo_control_3 Intensity	exo_hyb_1 Intensity	exo_hyb_2 Intensity	exo_hyb_3 Intensity	exo_control_1 MaxLFQ Intensity	exo_control_2 MaxLFQ Intensity	exo_control_3 MaxLFQ Intensity	exo_hyb_1 MaxLFQ Intensity	exo_hyb_2 MaxLFQ Intensity	exo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|D3Z5S8|TET5A_MOUSE	D3Z5S8	TET5A_MOUSE	Tent5a	447	Mus musculus	1:Experimental evidence at protein level	Terminal nucleotidyltransferase 5A	0.999	0.999	2	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	0.0	32763.92	0.0	24658.102	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A087WS27|A0A087WS27_MOUSE
sp|D3Z6P0|PDIA2_MOUSE	D3Z6P0	PDIA2_MOUSE	Pdia2	527	Mus musculus	1:Experimental evidence at protein level	Protein disulfide-isomerase A2	1.0	0.999	50	1653	91	1657	214	324	245	257	343	270	6	19	16	12	19	19	214	324	246	260	343	270	6.2562724E7	8.071063E7	5.5085604E7	6.807928E7	9.284422E7	6.1112064E7	1.1706083E7	1.5911697E7	1.0440516E7	1.1350883E7	1.5004259E7	1.0951961E7	
sp|D3Z7P3-2|GLSK_MOUSE	D3Z7P3-2	GLSK_MOUSE	Gls	603	Mus musculus		Isoform 2 of Glutaminase kidney isoform, mitochondrial	1.0	0.999	4	14	3	14	2	1	1	5	3	2	0	0	0	1	1	1	2	1	1	5	3	2	49217.992	21778.45	18257.879	118449.97	91885.65	58049.54	40889.883	30989.3	25979.762	29609.69	32768.527	32192.068	
sp|E9PV24-2|FIBA_MOUSE	E9PV24-2	FIBA_MOUSE	Fga	557	Mus musculus		Isoform 2 of Fibrinogen alpha chain	1.0	0.999	17	98	0	98	16	12	10	30	14	16	0	0	0	0	0	0	16	12	10	30	14	16	1018683.3	502207.16	482560.2	1764456.6	882852.0	837390.06	183559.28	123273.54	166680.77	239220.78	187571.67	163703.97	sp|E9PV24|FIBA_MOUSE
sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	2671	Mus musculus	1:Experimental evidence at protein level	Stalled ribosome sensor GCN1	1.0	0.999	101	855	855	855	133	175	119	151	144	133	133	175	119	151	144	133	133	175	119	151	144	133	8845081.0	1.0518901E7	7409824.0	9017478.0	9311595.0	2.1241736E7	1060605.8	1093840.0	957836.5	958603.4	991732.44	1066018.6	
sp|E9PWZ3|RL3L_MOUSE	E9PWZ3	RL3L_MOUSE	Rpl3l	407	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein uL3-like	1.0	0.9988	6	6	4	32	0	2	0	3	0	1	0	1	0	2	0	1	2	6	5	9	5	5	0.0	2523.564	0.0	32277.488	0.0	813.68555	0.0	2402.0337	0.0	13590.28	0.0	1022.5797	
sp|E9PZJ8|ASCC3_MOUSE	E9PZJ8	ASCC3_MOUSE	Ascc3	2198	Mus musculus	1:Experimental evidence at protein level	Activating signal cointegrator 1 complex subunit 3	1.0	0.999	13	39	13	39	5	4	4	10	8	8	2	2	1	6	2	0	5	4	4	10	8	8	277079.28	145315.72	154479.19	308391.72	226401.0	192678.88	84835.555	62709.664	59303.387	70872.21	75646.75	70393.19	
sp|E9Q0S6|TENS1_MOUSE	E9Q0S6	TENS1_MOUSE	Tns1	1888	Mus musculus	1:Experimental evidence at protein level	Tensin-1	1.0	0.999	9	20	0	20	0	5	0	7	3	5	0	0	0	0	0	0	0	5	0	7	3	5	0.0	151026.89	0.0	227902.38	135505.12	181293.44	0.0	71205.92	0.0	51611.32	50399.37	56103.535	tr|A0A087WQS0|A0A087WQS0_MOUSE, tr|A0A1D5RM59|A0A1D5RM59_MOUSE
sp|E9Q137-2|TX264_MOUSE	E9Q137-2	TX264_MOUSE	Tex264	271	Mus musculus		Isoform 2 of Testis-expressed protein 264 homolog	0.9994	0.999	2	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	470710.44	130976.36	0.0	0.0	0.0	0.0	402498.38	130976.36	0.0	sp|E9Q137|TX264_MOUSE
sp|E9Q1P8|I2BP2_MOUSE	E9Q1P8	I2BP2_MOUSE	Irf2bp2	570	Mus musculus	1:Experimental evidence at protein level	Interferon regulatory factor 2-binding protein 2	1.0	0.999	4	23	23	23	5	5	4	2	2	5	5	5	4	2	2	5	5	5	4	2	2	5	79433.04	73005.01	85670.586	115883.35	59013.61	59805.55	36997.902	29774.27	35189.12	80923.31	59013.61	33305.484	
sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	Mus musculus	1:Experimental evidence at protein level	Phosphatidylinositol 4-kinase alpha	1.0	0.999	5	23	0	23	4	5	6	3	2	3	0	0	0	0	0	0	4	5	6	3	2	3	95760.53	80723.34	87052.89	21639.107	65518.164	89232.33	27200.07	38564.688	41363.973	27769.525	37759.473	40853.254	
sp|E9Q4Z2|ACACB_MOUSE	E9Q4Z2	ACACB_MOUSE	Acacb	2448	Mus musculus	1:Experimental evidence at protein level	Acetyl-CoA carboxylase 2	1.0	0.999	27	95	74	95	11	17	12	15	12	28	6	14	10	12	9	23	11	17	12	15	12	28	405445.44	646179.0	720506.0	702434.75	1156887.6	1019473.3	105047.96	112883.62	123216.65	97334.6	115790.516	126535.46	
sp|E9Q555|RN213_MOUSE	E9Q555	RN213_MOUSE	Rnf213	5148	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF213	1.0	0.9975	3	8	0	8	2	2	2	1	1	0	0	0	0	0	0	0	2	2	2	1	1	0	57861.36	1694383.9	121062.22	1500838.0	46800.805	0.0	156726.31	154781.45	316061.94	141912.28	170302.89	0.0	tr|A0A171EBL2|A0A171EBL2_MOUSE, tr|A0A8I4P9C4|A0A8I4P9C4_MOUSE
sp|E9Q557|DESP_MOUSE	E9Q557	DESP_MOUSE	Dsp	2883	Mus musculus	1:Experimental evidence at protein level	Desmoplakin	1.0	0.999	121	615	143	615	216	54	74	56	141	74	53	12	16	15	31	16	216	54	74	56	141	74	3.0738208E7	3056659.5	4496002.0	2970121.0	1.508923E7	4479977.0	2788873.8	524801.8	741141.5	448230.34	1408938.4	670183.06	
sp|E9Q5C9-2|NOLC1_MOUSE	E9Q5C9-2	NOLC1_MOUSE	Nolc1	664	Mus musculus		Isoform 2 of Nucleolar and coiled-body phosphoprotein 1	1.0	0.999	11	46	0	46	7	8	6	9	8	8	0	0	0	0	0	0	7	8	6	9	8	8	620330.56	465404.12	354128.12	764465.06	711872.06	530902.5	232316.5	254240.14	238639.97	234730.67	230819.0	263775.1	sp|E9Q5C9|NOLC1_MOUSE, tr|A0A286YDA2|A0A286YDA2_MOUSE, tr|A0A286YDT3|A0A286YDT3_MOUSE
sp|E9Q634|MYO1E_MOUSE	E9Q634	MYO1E_MOUSE	Myo1e	1107	Mus musculus	1:Experimental evidence at protein level	Unconventional myosin-Ie	0.9996	0.999	2	5	5	5	2	0	0	1	2	0	2	0	0	1	2	0	2	0	0	1	2	0	50302.67	0.0	0.0	37191.09	52327.54	0.0	50302.67	0.0	0.0	37191.09	38276.12	0.0	
sp|E9Q6B2|CC85C_MOUSE	E9Q6B2	CC85C_MOUSE	Ccdc85c	420	Mus musculus	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 85C	1.0	0.999	2	11	0	11	0	4	4	2	0	1	0	0	0	0	0	0	0	4	4	2	0	1	0.0	53302.086	57534.664	40074.53	0.0	36970.41	0.0	35068.81	37618.676	26459.832	0.0	36970.41	tr|A0A217FL83|A0A217FL83_MOUSE
sp|E9Q7G0|NUMA1_MOUSE	E9Q7G0	NUMA1_MOUSE	Numa1	2094	Mus musculus	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.999	34	104	18	104	9	13	15	23	17	27	1	3	4	4	3	3	9	13	15	23	17	27	2698722.8	348861.3	470169.44	1097941.1	573934.4	1414779.5	193991.6	216816.3	221711.95	243755.22	208992.42	246822.44	
sp|E9Q7M2-2|T22D2_MOUSE	E9Q7M2-2	T22D2_MOUSE	Tsc22d2	745	Mus musculus		Isoform TSC22D2-1 of TSC22 domain family protein 2	0.8771	0.998	1	4	0	4	2	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	29640.219	23259.875	0.0	0.0	0.0	31160.121	29640.219	23259.875	0.0	0.0	0.0	31160.121	sp|E9Q7M2|T22D2_MOUSE
sp|E9Q8D0|DJC21_MOUSE	E9Q8D0	DJC21_MOUSE	Dnajc21	531	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 21	1.0	0.999	6	12	12	12	1	2	1	5	0	3	1	2	1	5	0	3	1	2	1	5	0	3	76145.32	96384.375	51261.184	196977.12	0.0	98707.79	31975.701	97101.06	74350.04	65120.25	0.0	94378.32	
sp|E9Q912|GDS1_MOUSE	E9Q912	GDS1_MOUSE	Rap1gds1	607	Mus musculus	2:Experimental evidence at transcript level	Rap1 GTPase-GDP dissociation stimulator 1	1.0	0.999	9	25	0	25	6	4	3	5	4	3	0	0	0	0	0	0	6	4	3	5	4	3	183888.25	169050.39	116098.86	231855.38	270788.62	141834.69	91330.69	60079.082	97702.71	66379.75	65196.016	60488.26	
sp|E9Q942|SIM13_MOUSE	E9Q942	SIM13_MOUSE	Smim13	88	Mus musculus	1:Experimental evidence at protein level	Small integral membrane protein 13	1.0	0.999	2	6	6	6	1	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	2	90697.59	102350.57	0.0	149845.28	124896.79	102086.15	90697.59	102350.57	0.0	120390.35	124896.79	102086.15	
sp|E9QAM5|HELZ2_MOUSE	E9QAM5	HELZ2_MOUSE	Helz2	2947	Mus musculus	1:Experimental evidence at protein level	Helicase with zinc finger domain 2	1.0	0.999	3	20	0	20	3	4	2	4	4	3	0	0	0	0	0	0	3	4	2	4	4	3	109115.69	102656.25	30750.334	124529.8	77343.125	75991.586	68670.164	37876.26	66357.305	43398.35	52734.78	44230.324	tr|A2AS03|A2AS03_MOUSE, tr|A2AS05|A2AS05_MOUSE
sp|E9QAT4-2|SC16A_MOUSE	E9QAT4-2	SC16A_MOUSE	Sec16a	2377	Mus musculus		Isoform 2 of Protein transport protein Sec16A	1.0	0.999	44	273	0	273	49	44	35	50	45	50	0	0	0	0	0	0	49	44	35	50	45	50	2896776.5	2269395.5	1769850.4	3415054.8	3261553.8	2364585.0	293869.16	253997.12	223983.67	303135.84	306198.1	253337.78	sp|E9QAT4|SC16A_MOUSE
sp|F8VPK0|SKI3_MOUSE	F8VPK0	SKI3_MOUSE	Skic3	1563	Mus musculus	3:Protein inferred from homology	Superkiller complex protein 3	1.0	0.999	29	149	91	149	23	31	19	29	27	20	17	19	9	19	15	12	23	31	19	29	27	20	963467.25	1217658.2	983649.75	1587557.9	1298220.0	967306.75	132259.8	145831.81	131028.266	130850.74	141058.9	132060.47	
sp|F8VPU2|FARP1_MOUSE	F8VPU2	FARP1_MOUSE	Farp1	1048	Mus musculus	1:Experimental evidence at protein level	FERM, ARHGEF and pleckstrin domain-containing protein 1	1.0	0.999	8	25	11	25	4	4	2	4	2	9	1	1	1	1	0	7	4	4	2	4	2	9	212064.3	167051.95	93414.7	306799.06	156328.31	294981.72	77744.266	62443.965	65995.08	109686.33	93031.96	75552.52	
sp|G3X8U3|QNG1_MOUSE	G3X8U3	QNG1_MOUSE	QNG1	338	Mus musculus	1:Experimental evidence at protein level	Queuosine 5'-phosphate N-glycosylase/hydrolase	1.0	0.999	6	48	48	48	9	8	6	12	9	4	9	8	6	12	9	4	9	8	6	12	9	4	319819.03	342514.5	260488.14	519343.38	428694.62	264490.75	110869.53	83143.92	89517.74	117471.63	103899.8	109632.164	
sp|G3X9C2|FBX50_MOUSE	G3X9C2	FBX50_MOUSE	Nccrp1	266	Mus musculus	1:Experimental evidence at protein level	F-box only protein 50	1.0	0.999	3	10	0	10	6	1	1	0	2	0	0	0	0	0	0	0	6	1	1	0	2	0	645441.9	14379.318	18530.943	20588.758	216161.47	0.0	284069.22	23905.55	30807.605	15176.949	105179.45	0.0	tr|A0A0A0MQ97|A0A0A0MQ97_MOUSE
sp|G3X9K3|BIG1_MOUSE	G3X9K3	BIG1_MOUSE	Arfgef1	1846	Mus musculus	1:Experimental evidence at protein level	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	1.0	0.999	13	30	12	37	3	5	5	5	7	5	0	4	3	1	3	1	4	5	6	7	9	6	158367.62	147839.08	188662.27	187408.05	215377.53	210759.28	84534.17	55715.793	55177.254	57182.234	54536.164	68784.055	
sp|G5E829|AT2B1_MOUSE	G5E829	AT2B1_MOUSE	Atp2b1	1220	Mus musculus	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 1	1.0	0.999	10	43	0	43	7	6	8	7	7	8	0	0	0	0	0	0	7	6	8	7	7	8	338033.94	271809.06	292637.4	391546.66	369635.12	280597.16	70375.19	84505.96	91025.055	89365.38	75706.414	80321.06	
sp|G5E870|TRIPC_MOUSE	G5E870	TRIPC_MOUSE	Trip12	2025	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIP12	1.0	0.999	5	21	0	21	5	4	1	4	5	2	0	0	0	0	0	0	5	4	1	4	5	2	45660.977	53644.113	5248.85	60346.992	63671.22	27232.7	21401.184	22634.98	25084.48	24801.557	20582.111	20217.625	tr|A0A087WNZ7|A0A087WNZ7_MOUSE
sp|G5E8V9|ARFP1_MOUSE	G5E8V9	ARFP1_MOUSE	Arfip1	373	Mus musculus	1:Experimental evidence at protein level	Arfaptin-1	1.0	0.999	10	51	10	51	6	8	6	14	9	8	1	3	1	2	1	2	6	8	6	14	9	8	324257.03	423447.47	424214.5	564097.5	502661.84	373212.38	140956.12	175385.16	145533.5	169248.58	164115.89	148841.75	
sp|O08528|HXK2_MOUSE	O08528	HXK2_MOUSE	Hk2	917	Mus musculus	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	9	29	0	29	5	6	2	7	6	3	0	0	0	0	0	0	5	6	2	7	6	3	288603.8	212797.48	87300.02	311297.1	204263.16	161000.34	104417.88	78902.65	54747.258	90884.68	71228.125	86611.59	
sp|O08529|CAN2_MOUSE	O08529	CAN2_MOUSE	Capn2	700	Mus musculus	1:Experimental evidence at protein level	Calpain-2 catalytic subunit	1.0	0.999	11	50	50	50	6	10	7	9	7	11	6	10	7	9	7	11	6	10	7	9	7	11	419611.44	467767.16	402858.62	475849.12	370144.6	542103.56	153874.9	177258.23	154455.28	150111.7	151602.45	156269.64	
sp|O08539-2|BIN1_MOUSE	O08539-2	BIN1_MOUSE	Bin1	434	Mus musculus		Isoform 2 of Myc box-dependent-interacting protein 1	1.0	0.999	9	80	0	80	15	15	14	10	13	13	0	0	0	0	0	0	15	15	14	10	13	13	580657.4	640769.1	525266.5	692473.75	716741.5	560222.5	96469.164	109776.445	111002.234	110895.484	98045.27	110970.2	sp|O08539|BIN1_MOUSE, tr|A0A3Q4EBK4|A0A3Q4EBK4_MOUSE, tr|Q6P1B9|Q6P1B9_MOUSE
sp|O08547|SC22B_MOUSE	O08547	SC22B_MOUSE	Sec22b	215	Mus musculus	1:Experimental evidence at protein level	Vesicle-trafficking protein SEC22b	1.0	0.999	16	187	1	187	25	29	24	39	43	27	0	0	0	1	0	0	25	29	24	39	43	27	2779824.0	3462261.8	2798379.8	5414286.5	5711386.0	3397940.2	859260.1	824145.2	835074.25	1120139.6	1160640.9	983248.75	
sp|O08553|DPYL2_MOUSE	O08553	DPYL2_MOUSE	Dpysl2	572	Mus musculus	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 2	1.0	0.999	11	73	63	73	16	9	9	16	12	11	14	7	8	13	11	10	16	9	9	16	12	11	540083.2	474951.75	381222.66	787512.3	702808.44	477431.56	135021.52	126680.92	129103.74	150322.88	148358.38	134147.5	
sp|O08573-2|LEG9_MOUSE	O08573-2	LEG9_MOUSE	Lgals9	322	Mus musculus		Isoform 2 of Galectin-9	1.0	0.999	4	11	0	11	1	0	0	5	3	2	0	0	0	0	0	0	1	0	0	5	3	2	77692.69	0.0	0.0	253480.08	161683.88	63653.445	71476.734	0.0	0.0	86313.17	61863.113	50688.406	sp|O08573-3|LEG9_MOUSE, sp|O08573|LEG9_MOUSE, tr|B1AQR8|B1AQR8_MOUSE, tr|G3X9T7|G3X9T7_MOUSE
sp|O08579|EMD_MOUSE	O08579	EMD_MOUSE	Emd	259	Mus musculus	1:Experimental evidence at protein level	Emerin	1.0	0.999	4	9	0	9	1	1	0	3	2	2	0	0	0	0	0	0	1	1	0	3	2	2	44854.418	14960.813	0.0	56059.25	50296.477	23470.059	59597.023	14960.813	0.0	25598.299	29991.889	23470.059	tr|I7HJS1|I7HJS1_MOUSE
sp|O08582|GTPB1_MOUSE	O08582	GTPB1_MOUSE	Gtpbp1	668	Mus musculus	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	9	38	18	38	5	6	5	9	5	8	4	1	3	4	3	3	5	6	5	9	5	8	298414.3	367566.78	232073.06	513904.84	368950.78	390004.06	210761.36	194974.17	192599.97	239601.12	201187.67	196779.73	
sp|O08583-2|THOC4_MOUSE	O08583-2	THOC4_MOUSE	Alyref	163	Mus musculus		Isoform 2 of THO complex subunit 4	1.0	0.999	4	35	0	35	4	5	8	6	7	5	0	0	0	0	0	0	4	5	8	6	7	5	471783.9	628769.7	590717.44	809507.75	475799.4	519680.84	249785.5	239919.7	221853.56	318294.66	216446.39	221770.61	sp|O08583|THOC4_MOUSE
sp|O08600|NUCG_MOUSE	O08600	NUCG_MOUSE	Endog	294	Mus musculus	1:Experimental evidence at protein level	Endonuclease G, mitochondrial	1.0	0.9989	3	17	17	17	5	2	1	4	4	1	5	2	1	4	4	1	5	2	1	4	4	1	148984.77	50168.082	62652.496	124377.62	76746.83	42456.277	41338.05	64127.695	80085.984	41251.5	42877.246	54270.027	
sp|O08663|MAP2_MOUSE	O08663	MAP2_MOUSE	Metap2	478	Mus musculus	1:Experimental evidence at protein level	Methionine aminopeptidase 2	1.0	0.999	18	130	0	130	17	24	20	25	23	21	0	0	0	0	0	0	17	24	20	25	23	21	1379847.5	1072852.2	726512.06	2024563.2	1822986.5	874363.9	373578.5	320143.66	283143.25	356898.44	369751.66	338661.25	tr|Q3UI33|Q3UI33_MOUSE
sp|O08677-2|KNG1_MOUSE	O08677-2	KNG1_MOUSE	Kng1	432	Mus musculus		Isoform LMW of Kininogen-1	0.9999	0.999	5	12	0	12	0	0	2	4	5	1	0	0	0	0	0	0	0	0	2	4	5	1	0.0	0.0	59097.883	176891.88	393093.2	115926.54	0.0	0.0	28590.977	104809.26	154497.48	179468.8	
sp|O08691|ARGI2_MOUSE	O08691	ARGI2_MOUSE	Arg2	354	Mus musculus	1:Experimental evidence at protein level	Arginase-2, mitochondrial	1.0	0.999	2	6	6	6	3	0	0	3	0	0	3	0	0	3	0	0	3	0	0	3	0	0	116047.21	0.0	0.0	166068.34	0.0	0.0	88083.125	0.0	0.0	110715.4	0.0	0.0	
sp|O08715-2|AKAP1_MOUSE	O08715-2	AKAP1_MOUSE	Akap1	544	Mus musculus		Isoform 1 of A-kinase anchor protein 1, mitochondrial	0.9334	0.999	1	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0.0	36785.625	0.0	0.0	0.0	39776.098	0.0	36785.625	0.0	0.0	0.0	39776.098	sp|O08715-3|AKAP1_MOUSE, sp|O08715-4|AKAP1_MOUSE, sp|O08715-5|AKAP1_MOUSE, sp|O08715-6|AKAP1_MOUSE, sp|O08715|AKAP1_MOUSE
sp|O08738|CASP6_MOUSE	O08738	CASP6_MOUSE	Casp6	276	Mus musculus	1:Experimental evidence at protein level	Caspase-6	0.9334	0.999	1	3	3	3	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0.0	0.0	17707.342	0.0	0.0	22161.977	0.0	0.0	17707.342	0.0	0.0	22161.977	
sp|O08749|DLDH_MOUSE	O08749	DLDH_MOUSE	Dld	509	Mus musculus	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase, mitochondrial	1.0	0.999	20	348	348	348	49	70	68	51	48	62	49	70	68	51	48	62	49	70	68	51	48	62	6687594.0	7228411.5	6128473.5	6173310.0	6161099.0	6357434.5	1300720.2	1551135.8	1422741.5	1124228.8	1240260.2	1488545.9	
sp|O08759|UBE3A_MOUSE	O08759	UBE3A_MOUSE	Ube3a	870	Mus musculus	1:Experimental evidence at protein level	Ubiquitin-protein ligase E3A	1.0	0.999	9	38	0	38	4	8	7	9	6	4	0	0	0	0	0	0	4	8	7	9	6	4	160466.28	170558.31	102270.46	266947.28	140428.3	142898.5	57943.945	47362.777	52954.812	44675.35	51615.855	54753.016	
sp|O08784|TCOF_MOUSE	O08784	TCOF_MOUSE	Tcof1	1320	Mus musculus	1:Experimental evidence at protein level	Treacle protein	1.0	0.999	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	82159.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|H3BL37|H3BL37_MOUSE
sp|O08786|CCKAR_MOUSE	O08786	CCKAR_MOUSE	Cckar	436	Mus musculus	1:Experimental evidence at protein level	Cholecystokinin receptor type A	1.0	0.999	8	61	0	61	11	13	7	10	8	12	0	0	0	0	0	0	11	13	7	10	8	12	735241.25	996625.6	554457.9	904061.44	728793.2	684820.56	255714.8	270706.7	212327.44	204239.73	216572.33	195924.66	tr|Q3TPL0|Q3TPL0_MOUSE
sp|O08795-2|GLU2B_MOUSE	O08795-2	GLU2B_MOUSE	Prkcsh	528	Mus musculus		Isoform 2 of Glucosidase 2 subunit beta	1.0	0.999	16	95	0	95	13	16	12	19	20	15	0	0	0	0	0	0	13	16	12	19	20	15	939613.9	1111556.6	784261.06	1628354.4	1725064.0	1128340.1	203015.3	243728.28	193071.36	235394.52	232096.66	224370.44	sp|O08795|GLU2B_MOUSE
sp|O08796|EF2K_MOUSE	O08796	EF2K_MOUSE	Eef2k	724	Mus musculus	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	1.0	0.999	5	7	6	7	1	0	2	2	1	1	1	0	2	2	1	0	1	0	2	2	1	1	56782.734	0.0	79558.59	750169.6	14629.421	21401.52	128614.36	0.0	137206.88	115888.71	0.0	167327.36	
sp|O08807|PRDX4_MOUSE	O08807	PRDX4_MOUSE	Prdx4	274	Mus musculus	1:Experimental evidence at protein level	Peroxiredoxin-4	1.0	0.999	18	212	80	234	31	34	32	45	41	29	13	14	11	16	13	13	33	38	36	48	47	32	4127048.2	4143901.5	3450941.8	7566017.5	7698515.5	3818230.5	1193567.0	1245831.6	1212643.0	1478775.9	1509539.6	1156967.1	
sp|O08808|DIAP1_MOUSE	O08808	DIAP1_MOUSE	Diaph1	1255	Mus musculus	1:Experimental evidence at protein level	Protein diaphanous homolog 1	1.0	0.999	25	117	0	117	21	23	11	21	13	28	0	0	0	0	0	0	21	23	11	21	13	28	1135171.8	899841.06	389628.16	1097938.5	703433.4	1136479.8	132419.78	130550.99	124165.125	127157.9	143225.22	142588.8	tr|E9PV41|E9PV41_MOUSE, tr|E9PXV7|E9PXV7_MOUSE
sp|O08811|ERCC2_MOUSE	O08811	ERCC2_MOUSE	Ercc2	760	Mus musculus	1:Experimental evidence at protein level	General transcription and DNA repair factor IIH helicase subunit XPD	0.9999	0.9975	2	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	564389.3	0.0	20924.443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F6YA33|F6YA33_MOUSE
sp|O08848|RO60_MOUSE	O08848	RO60_MOUSE	RO60	538	Mus musculus	1:Experimental evidence at protein level	RNA-binding protein Ro60	1.0	0.999	5	35	35	35	6	8	8	4	4	5	6	8	8	4	4	5	6	8	8	4	4	5	223867.94	232911.95	186105.11	172432.6	204039.94	179947.02	96309.22	78534.57	73972.4	72094.47	93767.16	61663.402	
sp|O08912|GALT1_MOUSE	O08912	GALT1_MOUSE	Galnt1	559	Mus musculus	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 1	1.0	0.999	9	32	21	32	7	3	5	5	9	3	6	2	3	4	4	2	7	3	5	5	9	3	352299.5	151724.39	104193.57	217457.45	289429.9	143858.84	73584.11	77639.79	52005.22	59020.664	61373.21	75743.93	
sp|O08914|FAAH1_MOUSE	O08914	FAAH1_MOUSE	Faah	579	Mus musculus	1:Experimental evidence at protein level	Fatty-acid amide hydrolase 1	1.0	0.999	4	26	26	26	5	5	3	7	3	3	5	5	3	7	3	3	5	5	3	7	3	3	196503.16	180564.53	99966.47	172224.34	99514.17	172303.0	75670.46	57681.477	61856.332	62650.336	52292.105	67053.05	
sp|O08915|AIP_MOUSE	O08915	AIP_MOUSE	Aip	330	Mus musculus	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	3	8	6	8	1	2	1	2	1	1	1	1	1	2	1	0	1	2	1	2	1	1	61880.363	79259.336	8027.4185	56905.96	63786.453	27692.193	60411.39	45135.746	0.0	55555.08	62272.234	37845.305	
sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	Mus musculus	1:Experimental evidence at protein level	Flotillin-1	1.0	0.999	10	43	0	43	8	7	5	9	4	10	0	0	0	0	0	0	8	7	5	9	4	10	368070.2	319110.2	284779.88	630564.2	276248.94	486471.34	96085.6	89977.18	75667.16	103035.98	91880.12	108455.88	
sp|O08992|SDCB1_MOUSE	O08992	SDCB1_MOUSE	Sdcbp	299	Mus musculus	1:Experimental evidence at protein level	Syntenin-1	1.0	0.999	3	9	0	9	1	3	1	2	1	1	0	0	0	0	0	0	1	3	1	2	1	1	75161.27	64368.86	25727.025	138978.48	74235.69	41588.555	75538.85	29423.623	47808.457	90651.484	74608.62	41797.477	tr|H3BLG5|H3BLG5_MOUSE, tr|Q3TMX0|Q3TMX0_MOUSE
sp|O08997|ATOX1_MOUSE	O08997	ATOX1_MOUSE	Atox1	68	Mus musculus	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0	0.999	2	17	17	17	3	2	3	3	4	2	3	2	3	3	4	2	3	2	3	3	4	2	128323.055	88682.016	161677.31	178048.4	135465.11	155838.97	69175.04	90287.97	86268.19	96566.65	52945.76	84387.51	
sp|O09005|DEGS1_MOUSE	O09005	DEGS1_MOUSE	Degs1	323	Mus musculus	1:Experimental evidence at protein level	Sphingolipid delta(4)-desaturase DES1	0.9334	0.999	1	5	5	5	0	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0.0	56478.52	60195.9	82241.95	0.0	64130.84	0.0	56478.52	60195.9	82241.95	0.0	64130.84	
