Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	endo_control_1 Spectral Count	endo_control_2 Spectral Count	endo_control_3 Spectral Count	endo_hyb_1 Spectral Count	endo_hyb_2 Spectral Count	endo_hyb_3 Spectral Count	endo_control_1 Unique Spectral Count	endo_control_2 Unique Spectral Count	endo_control_3 Unique Spectral Count	endo_hyb_1 Unique Spectral Count	endo_hyb_2 Unique Spectral Count	endo_hyb_3 Unique Spectral Count	endo_control_1 Total Spectral Count	endo_control_2 Total Spectral Count	endo_control_3 Total Spectral Count	endo_hyb_1 Total Spectral Count	endo_hyb_2 Total Spectral Count	endo_hyb_3 Total Spectral Count	endo_control_1 Intensity	endo_control_2 Intensity	endo_control_3 Intensity	endo_hyb_1 Intensity	endo_hyb_2 Intensity	endo_hyb_3 Intensity	endo_control_1 MaxLFQ Intensity	endo_control_2 MaxLFQ Intensity	endo_control_3 MaxLFQ Intensity	endo_hyb_1 MaxLFQ Intensity	endo_hyb_2 MaxLFQ Intensity	endo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|B1AY10|NFX1_MOUSE	B1AY10	NFX1_MOUSE	Nfx1	1114	Mus musculus	1:Experimental evidence at protein level	Transcriptional repressor NF-X1	1.0	0.999	4	13	8	13	3	2	0	5	2	1	2	1	0	3	1	1	3	2	0	5	2	1	122886.84	104947.97	0.0	127548.07	125411.086	240244.17	63790.27	50229.883	0.0	62724.004	64239.324	60639.07	
sp|B1AY13|UBP24_MOUSE	B1AY13	UBP24_MOUSE	Usp24	2617	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 24	1.0	0.999	7	10	0	10	2	5	0	3	0	0	0	0	0	0	0	0	2	5	0	3	0	0	178104.03	274697.66	0.0	298847.75	324867.66	54280.785	100226.305	88977.27	0.0	117512.67	103917.24	153188.23	tr|E9PV45|E9PV45_MOUSE
sp|B1AZA5|TM245_MOUSE	B1AZA5	TM245_MOUSE	Tmem245	876	Mus musculus	1:Experimental evidence at protein level	Transmembrane protein 245	1.0	0.999	4	19	0	19	6	7	0	0	4	2	0	0	0	0	0	0	6	7	0	0	4	2	708616.56	453647.8	0.0	0.0	295026.62	987392.5	362854.03	286681.22	0.0	0.0	228990.73	574773.3	tr|D3YWD3|D3YWD3_MOUSE
sp|B1AZI6|THOC2_MOUSE	B1AZI6	THOC2_MOUSE	Thoc2	1594	Mus musculus	1:Experimental evidence at protein level	THO complex subunit 2	1.0	0.999	11	34	23	34	7	11	0	10	6	0	5	7	0	7	4	0	7	11	0	10	6	0	299301.8	246639.47	0.0	248880.28	160523.47	80672.88	52196.51	48572.562	0.0	68291.97	54724.95	412103.1	
sp|B1AZP2-2|DLGP4_MOUSE	B1AZP2-2	DLGP4_MOUSE	Dlgap4	989	Mus musculus		Isoform 2 of Disks large-associated protein 4	1.0	0.999	3	5	0	5	0	2	0	2	1	0	0	0	0	0	0	0	0	2	0	2	1	0	51721.37	57382.13	0.0	29662.275	89309.31	0.0	45353.754	43107.72	0.0	74410.836	58029.965	0.0	sp|B1AZP2-3|DLGP4_MOUSE, sp|B1AZP2|DLGP4_MOUSE, tr|B7ZNS2|B7ZNS2_MOUSE, tr|E9PUF2|E9PUF2_MOUSE
sp|B2B9E1|TRIQK_MOUSE	B2B9E1	TRIQK_MOUSE	Triqk	86	Mus musculus	2:Experimental evidence at transcript level	Triple QxxK/R motif-containing protein	0.9999	0.999	2	4	4	4	1	2	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	109680.91	98505.03	0.0	0.0	57209.246	119666.75	73781.65	65336.645	0.0	0.0	57209.246	119666.75	
sp|B2RQC6|PYR1_MOUSE	B2RQC6	PYR1_MOUSE	Cad	2225	Mus musculus	1:Experimental evidence at protein level	CAD protein	1.0	0.999	67	486	0	486	103	107	17	108	113	38	0	0	0	0	0	0	103	107	17	108	113	38	9562977.0	9084298.0	2653165.5	9820753.0	1.0475476E7	7595193.0	485482.75	486089.8	528298.8	569392.0	556543.56	433095.3	tr|E9QAI5|E9QAI5_MOUSE
sp|B2RRE7|OTUD4_MOUSE	B2RRE7	OTUD4_MOUSE	Otud4	1107	Mus musculus	1:Experimental evidence at protein level	OTU domain-containing protein 4	1.0	0.999	6	14	0	14	1	6	0	4	3	0	0	0	0	0	0	0	1	6	0	4	3	0	115487.625	177067.2	0.0	100022.86	148735.28	0.0	36920.926	41004.953	0.0	31717.096	39478.457	0.0	tr|A0A0R4J260|A0A0R4J260_MOUSE
sp|B2RSH2|GNAI1_MOUSE	B2RSH2	GNAI1_MOUSE	Gnai1	354	Mus musculus	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-1	0.9997	0.999	13	4	4	139	1	1	0	1	1	0	1	1	0	1	1	0	27	26	14	33	28	11	77702.414	56398.754	0.0	64062.45	72728.29	0.0	77702.414	56398.754	0.0	64062.45	72728.29	0.0	
sp|B2RUJ5-3|APBA1_MOUSE	B2RUJ5-3	APBA1_MOUSE	Apba1	831	Mus musculus		Isoform 3 of Amyloid-beta A4 precursor protein-binding family A member 1	0.9999	0.9989	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	31093.473	104998.125	0.0	125794.5	126606.83	106830.94	76619.68	69411.055	0.0	75480.695	76644.48	89200.87	sp|B2RUJ5|APBA1_MOUSE
sp|B2RUR8|OTU7B_MOUSE	B2RUR8	OTU7B_MOUSE	Otud7b	840	Mus musculus	1:Experimental evidence at protein level	OTU domain-containing protein 7B	1.0	0.9989	2	4	2	4	1	1	0	2	0	0	0	0	0	2	0	0	1	1	0	2	0	0	35484.46	3790.7832	0.0	83843.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B2RXC1|TPC11_MOUSE	B2RXC1	TPC11_MOUSE	Trappc11	1133	Mus musculus	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 11	1.0	0.999	6	10	10	10	1	4	0	4	1	0	1	4	0	4	1	0	1	4	0	4	1	0	30655.096	118457.734	0.0	90416.78	57254.133	0.0	32951.05	44392.27	0.0	27137.537	33131.414	0.0	
sp|B2RXR6|ANR44_MOUSE	B2RXR6	ANR44_MOUSE	Ankrd44	993	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	1.0	0.999	13	46	5	46	10	14	0	8	13	1	2	1	0	1	1	0	10	14	0	8	13	1	528501.7	458875.0	0.0	361370.28	465694.16	253912.36	109235.39	93723.984	0.0	106251.86	103898.58	132014.58	
sp|B2RXS4|PLXB2_MOUSE	B2RXS4	PLXB2_MOUSE	Plxnb2	1842	Mus musculus	1:Experimental evidence at protein level	Plexin-B2	1.0	0.999	19	62	62	62	16	17	0	14	13	2	16	17	0	14	13	2	16	17	0	14	13	2	837489.1	859152.7	0.0	727375.7	1049089.2	5224787.5	219988.45	226935.33	0.0	242141.5	242570.28	264407.56	
sp|B2RY56|RBM25_MOUSE	B2RY56	RBM25_MOUSE	Rbm25	838	Mus musculus	1:Experimental evidence at protein level	RNA-binding protein 25	1.0	0.999	13	37	6	37	7	10	1	10	9	0	2	2	0	1	1	0	7	10	1	10	9	0	342225.5	375039.1	155539.69	468308.56	404462.38	80018.64	70494.92	69474.5	0.0	74325.65	63256.715	81153.375	
sp|B7ZMP1|XPP3_MOUSE	B7ZMP1	XPP3_MOUSE	Xpnpep3	506	Mus musculus	1:Experimental evidence at protein level	Xaa-Pro aminopeptidase 3	1.0	0.999	5	17	5	17	2	4	0	3	8	0	0	0	0	2	3	0	2	4	0	3	8	0	304563.84	272837.4	0.0	271239.47	399868.6	322629.06	134398.28	121823.17	0.0	152180.61	126667.76	153072.31	
sp|B8ZXI1|QTRT2_MOUSE	B8ZXI1	QTRT2_MOUSE	Qtrt2	415	Mus musculus	1:Experimental evidence at protein level	Queuine tRNA-ribosyltransferase accessory subunit 2	1.0	0.999	3	8	0	8	2	2	0	2	2	0	0	0	0	0	0	0	2	2	0	2	2	0	125691.33	92748.67	0.0	25728.764	135572.86	60073.586	53182.477	44973.938	0.0	50561.855	50031.9	58064.207	tr|A0A5F8MPN7|A0A5F8MPN7_MOUSE, tr|A0A5F8MPV7|A0A5F8MPV7_MOUSE
sp|B9EJ80|PDZD8_MOUSE	B9EJ80	PDZD8_MOUSE	Pdzd8	1147	Mus musculus	1:Experimental evidence at protein level	PDZ domain-containing protein 8	1.0	0.999	6	13	13	13	1	4	0	6	2	0	1	4	0	6	2	0	1	4	0	6	2	0	95883.14	100472.92	0.0	125962.23	111424.31	0.0	45593.664	52444.785	0.0	36220.75	39437.723	0.0	
sp|B9EJ86|OSBL8_MOUSE	B9EJ86	OSBL8_MOUSE	Osbpl8	889	Mus musculus	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 8	1.0	0.999	6	17	0	17	3	2	0	8	4	0	0	0	0	0	0	0	3	2	0	8	4	0	169080.5	130379.375	0.0	263643.7	166652.17	0.0	72471.11	58227.254	0.0	91355.76	65921.336	0.0	tr|A0A0R4J150|A0A0R4J150_MOUSE
sp|B9EJR8|DAAF5_MOUSE	B9EJR8	DAAF5_MOUSE	Dnaaf5	853	Mus musculus	1:Experimental evidence at protein level	Dynein axonemal assembly factor 5	1.0	0.999	3	10	8	10	2	4	0	2	2	0	1	3	0	2	2	0	2	4	0	2	2	0	194161.48	88687.375	0.0	59136.855	79427.59	0.0	52080.875	43668.816	0.0	41895.812	42414.27	0.0	
sp|B9EKI3|TMF1_MOUSE	B9EKI3	TMF1_MOUSE	Tmf1	1091	Mus musculus	1:Experimental evidence at protein level	TATA element modulatory factor	1.0	0.999	9	25	21	25	4	5	0	7	9	0	3	4	0	6	8	0	4	5	0	7	9	0	219603.38	286559.8	0.0	233940.92	292556.7	0.0	45444.508	53078.414	0.0	51781.418	50385.54	0.0	
sp|C0HK79|ARXS1_MOUSE	C0HK79	ARXS1_MOUSE	Arxes1	180	Mus musculus	1:Experimental evidence at protein level	Adipocyte-related X-chromosome expressed sequence 1	1.0	0.999	7	34	0	34	9	6	3	7	7	2	0	0	0	0	0	0	9	6	3	7	7	2	679394.2	744896.6	405319.3	442518.5	853201.5	458706.0	249092.81	265197.84	407796.5	244632.28	277964.3	213199.44	sp|C0HK80|ARXS2_MOUSE
sp|C0HKD8|MFA1A_MOUSE	C0HKD8	MFA1A_MOUSE	Mfap1a	439	Mus musculus	1:Experimental evidence at protein level	Microfibrillar-associated protein 1A	1.0	0.999	8	17	0	17	4	2	0	7	4	0	0	0	0	0	0	0	4	2	0	7	4	0	340228.12	318360.1	0.0	265026.94	314777.56	180787.2	78735.82	75635.23	0.0	76912.0	72659.09	93767.86	sp|C0HKD9|MFA1B_MOUSE
sp|C0HKG5|RNT2A_MOUSE	C0HKG5	RNT2A_MOUSE	Rnaset2a	259	Mus musculus	1:Experimental evidence at protein level	Ribonuclease T2-A	0.999	0.997	2	4	0	4	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	12352.158	12767.093	116484.92	0.0	6655.094	0.0	12352.158	12767.093	0.0	0.0	6655.094	0.0	sp|C0HKG6|RNT2B_MOUSE, tr|A0A338P711|A0A338P711_MOUSE, tr|A0A338P7E3|A0A338P7E3_MOUSE
sp|D3YVE8|S35G2_MOUSE	D3YVE8	S35G2_MOUSE	Slc35g2	412	Mus musculus	1:Experimental evidence at protein level	Solute carrier family 35 member G2	1.0	0.999	8	44	44	44	9	13	0	8	11	3	9	13	0	8	11	3	9	13	0	8	11	3	717588.1	838879.8	0.0	735622.2	893026.6	448840.4	287865.22	308723.44	0.0	318394.88	358505.88	292025.44	
sp|D3YXK2|SAFB1_MOUSE	D3YXK2	SAFB1_MOUSE	Safb	937	Mus musculus	1:Experimental evidence at protein level	Scaffold attachment factor B1	1.0	0.999	28	102	0	102	14	23	2	28	28	7	0	0	0	0	0	0	14	23	2	28	28	7	1670174.0	1675140.6	546629.0	1757491.1	1805692.2	1300222.6	236624.05	232464.72	309801.9	251784.31	238162.98	282495.06	tr|S4R1M2|S4R1M2_MOUSE
sp|D3YZP9|CCDC6_MOUSE	D3YZP9	CCDC6_MOUSE	Ccdc6	469	Mus musculus	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 6	1.0	0.999	15	49	39	49	8	16	0	13	11	1	5	13	0	11	9	1	8	16	0	13	11	1	571061.7	697837.0	0.0	523619.8	521049.06	248230.6	101219.86	103456.29	0.0	102548.61	88916.16	95708.016	
sp|D3Z4S3|PTRD1_MOUSE	D3Z4S3	PTRD1_MOUSE	Ptrhd1	140	Mus musculus	1:Experimental evidence at protein level	Putative peptidyl-tRNA hydrolase PTRHD1	1.0	0.999	2	8	8	8	0	2	0	2	4	0	0	2	0	2	4	0	0	2	0	2	4	0	80929.03	93068.93	0.0	50140.703	109630.625	0.0	45651.465	52248.996	0.0	27687.709	60983.094	0.0	
sp|D3Z5S8|TET5A_MOUSE	D3Z5S8	TET5A_MOUSE	Tent5a	447	Mus musculus	1:Experimental evidence at protein level	Terminal nucleotidyltransferase 5A	1.0	0.999	5	11	0	11	1	4	0	4	2	0	0	0	0	0	0	0	1	4	0	4	2	0	114836.06	108455.59	0.0	172682.12	205999.75	0.0	46970.027	50272.574	0.0	68541.67	68186.88	0.0	tr|A0A087WS27|A0A087WS27_MOUSE
sp|D3Z6P0|PDIA2_MOUSE	D3Z6P0	PDIA2_MOUSE	Pdia2	527	Mus musculus	1:Experimental evidence at protein level	Protein disulfide-isomerase A2	1.0	0.999	29	218	4	220	85	35	8	19	52	19	2	0	0	0	2	0	85	36	8	20	52	19	1.4270139E7	3446933.0	1137650.0	1342263.9	6121932.5	4591505.0	1890218.9	491376.97	459951.66	241302.98	875207.9	573116.6	
sp|D3Z6Q9|BIN2_MOUSE	D3Z6Q9	BIN2_MOUSE	Bin2	489	Mus musculus	1:Experimental evidence at protein level	Bridging integrator 2	0.9945	0.999	3	4	0	10	1	2	0	1	0	0	0	0	0	0	0	0	2	5	0	2	1	0	31640.92	23040.375	0.0	31594.383	19128.137	0.0	31640.92	23040.375	0.0	31594.383	19128.137	0.0	tr|A0A5F8MQ05|A0A5F8MQ05_MOUSE, tr|S4R1B8|S4R1B8_MOUSE, tr|S4R270|S4R270_MOUSE, tr|S4R2J8|S4R2J8_MOUSE
sp|D3Z7P3-2|GLSK_MOUSE	D3Z7P3-2	GLSK_MOUSE	Gls	603	Mus musculus		Isoform 2 of Glutaminase kidney isoform, mitochondrial	1.0	0.999	8	35	8	35	6	8	0	8	10	3	2	3	0	1	1	1	6	8	0	8	10	3	379905.25	406931.8	0.0	339768.22	352905.03	322308.66	89642.34	101034.125	0.0	90451.22	74827.68	118593.01	
sp|D3Z7P3|GLSK_MOUSE	D3Z7P3	GLSK_MOUSE	Gls	674	Mus musculus	1:Experimental evidence at protein level	Glutaminase kidney isoform, mitochondrial	0.9999	0.999	8	3	0	29	0	2	0	1	0	0	0	0	0	0	0	0	4	7	0	7	9	2	40389.2	59987.73	0.0	13083.985	37312.61	0.0	33611.098	49920.613	0.0	47344.074	25244.814	0.0	
sp|E1U8D0|SOGA1_MOUSE	E1U8D0	SOGA1_MOUSE	Soga1	1418	Mus musculus	1:Experimental evidence at protein level	Protein SOGA1	1.0	0.999	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	77347.63	41963.64	0.0	0.0	0.0	0.0	45273.88	25139.209	0.0	tr|A2ACV6|A2ACV6_MOUSE
sp|E9PUQ8|DGKD_MOUSE	E9PUQ8	DGKD_MOUSE	Dgkd	1220	Mus musculus	1:Experimental evidence at protein level	Diacylglycerol kinase delta	1.0	0.999	3	4	3	4	0	1	0	1	2	0	0	1	0	0	2	0	0	1	0	1	2	0	30336.951	30628.18	0.0	14416.196	36753.633	0.0	30336.951	30628.18	0.0	0.0	33718.344	0.0	
sp|E9PV24|FIBA_MOUSE	E9PV24	FIBA_MOUSE	Fga	789	Mus musculus	1:Experimental evidence at protein level	Fibrinogen alpha chain	1.0	0.999	27	153	1	153	37	34	6	32	27	17	0	1	0	0	0	0	37	34	6	32	27	17	4120127.2	2383449.0	435389.7	2987076.5	2887293.0	3288332.2	608925.44	402417.44	299332.97	578465.1	479905.28	530960.94	
sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	2671	Mus musculus	1:Experimental evidence at protein level	Stalled ribosome sensor GCN1	1.0	0.999	60	226	226	226	51	51	5	66	44	9	51	51	5	66	44	9	51	51	5	66	44	9	3562976.8	2537150.8	673024.0	2521952.5	2663114.2	2316728.2	241699.62	207244.23	272587.5	216503.77	226617.11	263352.94	
sp|E9PY46|IF140_MOUSE	E9PY46	IF140_MOUSE	Ift140	1464	Mus musculus	1:Experimental evidence at protein level	Intraflagellar transport protein 140 homolog	0.9999	0.9986	2	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	29620.484	46269.52	0.0	90778.22	30491.535	0.0	29620.484	46269.52	0.0	0.0	30491.535	0.0	tr|A0A3B2W3F6|A0A3B2W3F6_MOUSE, tr|E9Q682|E9Q682_MOUSE
sp|E9PYH6|SET1A_MOUSE	E9PYH6	SET1A_MOUSE	Setd1a	1716	Mus musculus	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD1A	1.0	0.999	2	6	0	6	1	2	0	2	1	0	0	0	0	0	0	0	1	2	0	2	1	0	33448.98	34655.363	0.0	64820.38	64713.46	0.0	33448.98	34655.363	0.0	46082.797	46941.203	0.0	
sp|E9PYK3|PARP4_MOUSE	E9PYK3	PARP4_MOUSE	Parp4	1969	Mus musculus	1:Experimental evidence at protein level	Protein mono-ADP-ribosyltransferase PARP4	1.0	0.999	8	18	18	18	5	2	0	8	3	0	5	2	0	8	3	0	5	2	0	8	3	0	147995.05	114396.34	0.0	261012.52	60912.56	0.0	31546.824	29961.805	0.0	47668.84	23845.176	0.0	
sp|E9PZJ8|ASCC3_MOUSE	E9PZJ8	ASCC3_MOUSE	Ascc3	2198	Mus musculus	1:Experimental evidence at protein level	Activating signal cointegrator 1 complex subunit 3	1.0	0.999	23	67	35	67	13	18	1	20	14	1	5	7	1	12	9	1	13	18	1	20	14	1	713372.6	1378299.6	285348.5	709663.5	1013167.2	1045450.0	193091.84	347335.12	294850.25	266871.78	293360.62	365287.4	
sp|E9Q0S6|TENS1_MOUSE	E9Q0S6	TENS1_MOUSE	Tns1	1888	Mus musculus	1:Experimental evidence at protein level	Tensin-1	1.0	0.999	9	10	0	14	1	3	0	4	2	0	0	0	0	0	0	0	2	4	0	5	3	0	62383.07	113126.86	0.0	138166.06	146206.81	0.0	66508.836	42486.973	0.0	54579.098	41910.19	0.0	tr|A0A087WQS0|A0A087WQS0_MOUSE, tr|A0A1D5RM59|A0A1D5RM59_MOUSE
sp|E9Q137-2|TX264_MOUSE	E9Q137-2	TX264_MOUSE	Tex264	271	Mus musculus		Isoform 2 of Testis-expressed protein 264 homolog	1.0	0.999	2	9	0	9	2	3	0	2	2	0	0	0	0	0	0	0	2	3	0	2	2	0	184239.19	151434.1	0.0	62700.98	153273.5	0.0	100937.72	79535.13	0.0	64674.11	83130.64	0.0	sp|E9Q137|TX264_MOUSE
sp|E9Q1P8|I2BP2_MOUSE	E9Q1P8	I2BP2_MOUSE	Irf2bp2	570	Mus musculus	1:Experimental evidence at protein level	Interferon regulatory factor 2-binding protein 2	1.0	0.999	6	24	24	24	3	5	0	9	6	1	3	5	0	9	6	1	3	5	0	9	6	1	312703.3	273271.25	0.0	311160.97	358284.25	134636.52	124403.914	113841.3	0.0	132177.28	141992.78	134636.52	
sp|E9Q236-2|MRP4_MOUSE	E9Q236-2	MRP4_MOUSE	Abcc4	1250	Mus musculus		Isoform 2 of ATP-binding cassette sub-family C member 4	1.0	0.999	4	12	0	12	0	4	0	5	3	0	0	0	0	0	0	0	0	4	0	5	3	0	24357.049	101637.51	0.0	125100.02	97320.02	65439.6	32979.15	29633.395	0.0	53611.098	43337.867	55673.605	sp|E9Q236-3|MRP4_MOUSE, sp|E9Q236|MRP4_MOUSE, tr|E9Q467|E9Q467_MOUSE
sp|E9Q394-2|AKP13_MOUSE	E9Q394-2	AKP13_MOUSE	Akap13	2754	Mus musculus		Isoform 2 of A-kinase anchor protein 13	1.0	0.999	33	136	0	136	26	39	1	35	31	4	0	0	0	0	0	0	26	39	1	35	31	4	1415833.5	1513906.6	146166.16	1413073.1	1500435.6	1004675.6	165015.5	172668.8	149608.45	199449.62	173357.17	191961.3	sp|E9Q394|AKP13_MOUSE, tr|A0A140LJJ5|A0A140LJJ5_MOUSE
sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	Mus musculus	1:Experimental evidence at protein level	Phosphatidylinositol 4-kinase alpha	1.0	0.999	15	30	2	30	7	5	0	11	7	0	0	0	0	2	0	0	7	5	0	11	7	0	423092.94	274289.66	0.0	300470.28	348005.75	124287.3	76167.26	64885.5	0.0	71872.57	58402.652	228823.52	
sp|E9Q414|APOB_MOUSE	E9Q414	APOB_MOUSE	Apob	4505	Mus musculus	1:Experimental evidence at protein level	Apolipoprotein B-100	1.0	0.9989	9	11	0	11	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	1	1	9	54722.793	54004.266	0.0	54313.95	61710.55	1306509.2	54722.793	54004.266	0.0	54313.95	61710.55	0.0	tr|E9Q1Y3|E9Q1Y3_MOUSE
sp|E9Q4N7|ARI1B_MOUSE	E9Q4N7	ARI1B_MOUSE	Arid1b	2306	Mus musculus	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1B	1.0	0.9986	8	8	0	25	2	2	0	3	1	0	0	0	0	0	0	0	5	5	0	8	7	0	111378.06	97441.91	0.0	147204.78	78318.95	0.0	41260.586	44903.402	0.0	52352.34	34841.742	0.0	tr|A0A338P6U8|A0A338P6U8_MOUSE, tr|A0A8Q0PK87|A0A8Q0PK87_MOUSE, tr|E9Q6R4|E9Q6R4_MOUSE
sp|E9Q4P1|WDFY1_MOUSE	E9Q4P1	WDFY1_MOUSE	Wdfy1	410	Mus musculus	1:Experimental evidence at protein level	WD repeat and FYVE domain-containing protein 1	1.0	0.999	6	15	5	15	4	3	0	4	4	0	2	1	0	1	1	0	4	3	0	4	4	0	230977.75	191589.97	0.0	170406.78	237718.12	170757.66	63170.688	60215.582	0.0	47245.863	63619.055	87630.79	
sp|E9Q555|RN213_MOUSE	E9Q555	RN213_MOUSE	Rnf213	5148	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF213	1.0	0.999	9	16	0	16	2	3	0	9	2	0	0	0	0	0	0	0	2	3	0	9	2	0	344687.78	281453.28	0.0	76342.33	136174.38	171406.38	133870.66	130006.29	0.0	16750.143	56568.477	106498.74	tr|A0A171EBL2|A0A171EBL2_MOUSE, tr|A0A8I4P9C4|A0A8I4P9C4_MOUSE
sp|E9Q557|DESP_MOUSE	E9Q557	DESP_MOUSE	Dsp	2883	Mus musculus	1:Experimental evidence at protein level	Desmoplakin	1.0	0.999	134	670	162	670	95	65	69	211	82	148	27	16	6	54	22	37	95	65	69	211	82	148	1.0334182E7	4916987.0	1.1534342E7	2.26295E7	6771722.5	5.2060428E7	578669.5	320570.56	1685027.8	1274851.1	413292.72	2379867.8	
sp|E9Q5C9-2|NOLC1_MOUSE	E9Q5C9-2	NOLC1_MOUSE	Nolc1	664	Mus musculus		Isoform 2 of Nucleolar and coiled-body phosphoprotein 1	1.0	0.999	10	40	0	40	9	12	0	7	11	1	0	0	0	0	0	0	9	12	0	7	11	1	717363.5	734782.7	0.0	464327.3	625268.44	393853.94	164937.52	181702.9	0.0	193054.28	164521.4	178867.6	sp|E9Q5C9|NOLC1_MOUSE, tr|A0A286YDA2|A0A286YDA2_MOUSE, tr|A0A286YDT3|A0A286YDT3_MOUSE
sp|E9Q5K9-2|YTDC1_MOUSE	E9Q5K9-2	YTDC1_MOUSE	Ythdc1	728	Mus musculus		Isoform 2 of YTH domain-containing protein 1	1.0	0.999	5	8	0	8	2	1	0	3	2	0	0	0	0	0	0	0	2	1	0	3	2	0	128548.5	31121.707	0.0	96940.29	55320.914	0.0	57858.195	31121.707	0.0	49472.773	34375.15	0.0	sp|E9Q5K9-3|YTDC1_MOUSE
sp|E9Q6J5-2|BD1L1_MOUSE	E9Q6J5-2	BD1L1_MOUSE	Bod1l	2985	Mus musculus		Isoform 2 of Biorientation of chromosomes in cell division protein 1-like 1	1.0	0.999	5	11	0	11	0	3	0	5	3	0	0	0	0	0	0	0	0	3	0	5	3	0	55508.21	56358.7	0.0	104793.414	55939.72	0.0	34957.223	36536.39	0.0	38072.2	30788.848	0.0	sp|E9Q6J5-3|BD1L1_MOUSE, sp|E9Q6J5|BD1L1_MOUSE
sp|E9Q6P5|TTC7B_MOUSE	E9Q6P5	TTC7B_MOUSE	Ttc7b	843	Mus musculus	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 7B	1.0	0.999	2	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	79290.26	82283.26	0.0	0.0	47658.812	0.0	90823.54	94251.88	0.0	0.0	15259.708	0.0	tr|A0A1Y7VL44|A0A1Y7VL44_MOUSE
sp|E9Q784|ZC3HD_MOUSE	E9Q784	ZC3HD_MOUSE	Zc3h13	1729	Mus musculus	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 13	0.9986	0.9986	2	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	26836.258	13012.55	0.0	18984.334	0.0	0.0	26836.258	0.0	0.0	18984.334	0.0	0.0	tr|A0A2I3BPQ5|A0A2I3BPQ5_MOUSE
sp|E9Q7D5|ARHG5_MOUSE	E9Q7D5	ARHG5_MOUSE	Arhgef5	1581	Mus musculus	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 5	1.0	0.9984	3	3	1	3	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	2	1	0	10038.375	0.0	0.0	30352.809	24356.703	0.0	13975.118	0.0	0.0	14382.157	0.0	0.0	
sp|E9Q7G0|NUMA1_MOUSE	E9Q7G0	NUMA1_MOUSE	Numa1	2094	Mus musculus	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.999	96	424	73	424	86	99	2	116	90	31	17	14	1	20	17	4	86	99	2	116	90	31	6246703.5	6227508.0	298641.72	7287159.5	6459987.5	5222788.5	300119.84	343301.8	461034.72	312529.84	278712.88	361367.4	
sp|E9Q8D0|DJC21_MOUSE	E9Q8D0	DJC21_MOUSE	Dnajc21	531	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 21	1.0	0.999	3	8	8	8	2	2	0	1	3	0	2	2	0	1	3	0	2	2	0	1	3	0	85011.36	118875.17	0.0	73831.86	103508.56	0.0	47966.164	55063.43	0.0	73831.86	46253.17	0.0	
sp|E9Q8I9-2|FRY_MOUSE	E9Q8I9-2	FRY_MOUSE	Fry	3029	Mus musculus		Isoform 2 of Protein furry homolog	1.0	0.999	5	16	0	16	2	6	0	3	5	0	0	0	0	0	0	0	2	6	0	3	5	0	60919.547	114278.34	0.0	57773.52	112160.164	0.0	26325.424	36279.293	0.0	57798.195	28573.896	0.0	sp|E9Q8I9|FRY_MOUSE, tr|A0A5F8MPN1|A0A5F8MPN1_MOUSE
